"pollscore","pct","pollster","answer","end_date","sample_size","transparency_score"
-1.1,49,"Marquette Law School","Biden","11/7/23",668,10
-1.1,51,"Marquette Law School","DeSantis","11/7/23",668,10
-1.1,45,"Marquette Law School","Biden","11/7/23",856,10
-1.1,55,"Marquette Law School","Haley","11/7/23",856,10
-1.1,44,"Marquette Law School","Biden","11/7/23",668,10
-1.1,56,"Marquette Law School","Haley","11/7/23",668,10
-0.3,37,"Kaiser Family Foundation","Biden","11/7/23",1072,9.5
-0.3,39,"Kaiser Family Foundation","Trump","11/7/23",1072,9.5
-0.3,42,"Morning Consult","Biden","11/7/23",800,3
-0.3,46,"Morning Consult","Trump","11/7/23",800,3
-0.3,36,"Morning Consult","Biden","11/7/23",800,3
-0.3,40,"Morning Consult","Trump","11/7/23",800,3
-0.3,11,"Morning Consult","Kennedy","11/7/23",800,3
-0.3,1,"Morning Consult","West","11/7/23",800,3
-0.3,41,"Morning Consult","Biden","11/7/23",803,3
-0.3,48,"Morning Consult","Trump","11/7/23",803,3
-0.3,34,"Morning Consult","Biden","11/7/23",803,3
-0.3,43,"Morning Consult","Trump","11/7/23",803,3
-0.3,10,"Morning Consult","Kennedy","11/7/23",803,3
-0.3,1,"Morning Consult","West","11/7/23",803,3
-0.3,43,"Morning Consult","Biden","11/7/23",700,3
-0.3,43,"Morning Consult","Trump","11/7/23",700,3
-0.3,38,"Morning Consult","Biden","11/7/23",700,3
-0.3,37,"Morning Consult","Trump","11/7/23",700,3
-0.3,10,"Morning Consult","Kennedy","11/7/23",700,3
-0.3,2,"Morning Consult","West","11/7/23",700,3
-0.3,43,"Morning Consult","Biden","11/7/23",437,3
-0.3,46,"Morning Consult","Trump","11/7/23",437,3
-0.3,35,"Morning Consult","Biden","11/7/23",437,3
-0.3,39,"Morning Consult","Trump","11/7/23",437,3
-0.3,11,"Morning Consult","Kennedy","11/7/23",437,3
-0.3,1,"Morning Consult","West","11/7/23",437,3
-0.3,39,"Morning Consult","Biden","11/7/23",702,3
-0.3,48,"Morning Consult","Trump","11/7/23",702,3
-0.3,33,"Morning Consult","Biden","11/7/23",702,3
-0.3,42,"Morning Consult","Trump","11/7/23",702,3
-0.3,9,"Morning Consult","Kennedy","11/7/23",702,3
-0.3,2,"Morning Consult","West","11/7/23",702,3
-0.3,44,"Morning Consult","Biden","11/7/23",805,3
-0.3,47,"Morning Consult","Trump","11/7/23",805,3
-0.3,38,"Morning Consult","Biden","11/7/23",805,3
-0.3,41,"Morning Consult","Trump","11/7/23",805,3
-0.3,8,"Morning Consult","Kennedy","11/7/23",805,3
-0.3,1,"Morning Consult","West","11/7/23",805,3
-0.3,46,"Morning Consult","Biden","11/7/23",675,3
-0.3,47,"Morning Consult","Trump","11/7/23",675,3
-0.3,36,"Morning Consult","Biden","11/7/23",675,3
-0.3,38,"Morning Consult","Trump","11/7/23",675,3
-0.3,13,"Morning Consult","Kennedy","11/7/23",675,3
-0.3,2,"Morning Consult","West","11/7/23",675,3
-0.3,42,"Morning Consult","Biden","11/6/23",4000,3
-0.3,43,"Morning Consult","Trump","11/6/23",4000,3
-0.3,42,"Morning Consult","Biden","11/5/23",6000,3
-0.3,44,"Morning Consult","Trump","11/5/23",6000,3
-0.3,41,"Morning Consult","Biden","11/5/23",6000,3
-0.3,39,"Morning Consult","DeSantis","11/5/23",6000,3
0.3,40,"Meredith College","Biden","11/5/23",755,8
0.3,39,"Meredith College","Trump","11/5/23",755,8
1.7,37.1,"Big Village","Biden","11/5/23",1497,7
1.7,40.1,"Big Village","Trump","11/5/23",1497,7
1.7,12.4,"Big Village","Kennedy","11/5/23",1497,7
1.7,1.7,"Big Village","West","11/5/23",1497,7
1.7,29.4,"Big Village","Biden","11/5/23",2023,7
1.7,37.1,"Big Village","Trump","11/5/23",2023,7
1.7,12.9,"Big Village","Kennedy","11/5/23",2023,7
1.7,2,"Big Village","West","11/5/23",2023,7
1.7,34.2,"Big Village","Biden","11/5/23",1674,7
1.7,39.1,"Big Village","Trump","11/5/23",1674,7
1.7,13.3,"Big Village","Kennedy","11/5/23",1674,7
1.7,1.9,"Big Village","West","11/5/23",1674,7
-0.3,41,"Morning Consult","Biden","11/4/23",4000,3
-0.3,44,"Morning Consult","Trump","11/4/23",4000,3
-1.1,42.6,"Emerson","Biden","11/4/23",1000,7
-1.1,41,"Emerson","Trump","11/4/23",1000,7
-1.1,44.4,"Emerson","Biden","11/4/23",788,7
-1.1,43,"Emerson","Trump","11/4/23",788,7
-1.1,43.2,"Emerson","Biden","11/4/23",1000,7
-1.1,46.4,"Emerson","Trump","11/4/23",1000,7
-1.1,45.2,"Emerson","Biden","11/4/23",816,7
-1.1,49.1,"Emerson","Trump","11/4/23",816,7
-1.1,39.7,"Emerson","Biden","11/4/23",1000,7
-1.1,46.9,"Emerson","Trump","11/4/23",1000,7
-1.1,41.4,"Emerson","Biden","11/4/23",780,7
-1.1,49.1,"Emerson","Trump","11/4/23",780,7
-1.1,42.6,"Emerson","Biden","11/4/23",1000,7
-1.1,43.8,"Emerson","Trump","11/4/23",1000,7
-1.1,45,"Emerson","Biden","11/4/23",819,7
-1.1,45.2,"Emerson","Trump","11/4/23",819,7
-1.1,40.6,"Emerson","Biden","11/4/23",1000,7
-1.1,42.8,"Emerson","Trump","11/4/23",1000,7
-1.1,43.7,"Emerson","Biden","11/4/23",778,7
-1.1,45.5,"Emerson","Trump","11/4/23",778,7
-1.1,39.4,"Emerson","Biden","11/4/23",1000,7
-1.1,46.2,"Emerson","Trump","11/4/23",1000,7
-1.1,44.2,"Emerson","Biden","11/4/23",770,7
-1.1,47.3,"Emerson","Trump","11/4/23",770,7
-0.4,43,"TIPP","Biden","11/3/23",1242,3
-0.4,41,"TIPP","Trump","11/3/23",1242,3
-0.4,39,"TIPP","Biden","11/3/23",1242,3
-0.4,37,"TIPP","Trump","11/3/23",1242,3
-0.4,9,"TIPP","Kennedy","11/3/23",1242,3
-0.4,2,"TIPP","West","11/3/23",1242,3
-0.3,42,"Morning Consult","Biden","11/3/23",4000,3
-0.3,44,"Morning Consult","Trump","11/3/23",4000,3
-1.1,48,"YouGov","Biden","11/3/23",1759,9
-1.1,51,"YouGov","Trump","11/3/23",1759,9
-0.2,39,"Elway","Biden","11/3/23",403,6
-0.2,29,"Elway","Trump","11/3/23",403,6
-0.2,37,"Elway","Biden","11/3/23",403,6
-0.2,25,"Elway","Trump","11/3/23",403,6
-0.2,9,"Elway","Kennedy","11/3/23",403,6
-0.2,3,"Elway","West","11/3/23",403,6
-0.2,43.5,"U. Georgia SPIA","Biden","11/3/23",1002,7
-0.2,45.4,"U. Georgia SPIA","Trump","11/3/23",1002,7
-0.2,43.4,"U. Georgia SPIA","Biden","11/3/23",1002,7
-0.2,41.8,"U. Georgia SPIA","DeSantis","11/3/23",1002,7
-0.2,40.9,"U. Georgia SPIA","Biden","11/3/23",1002,7
-0.2,43.4,"U. Georgia SPIA","Haley","11/3/23",1002,7
-1.5,44,"Siena/NYT","Biden","11/3/23",603,9
-1.5,49,"Siena/NYT","Trump","11/3/23",603,9
-1.5,44,"Siena/NYT","Biden","11/3/23",603,9
-1.5,49,"Siena/NYT","Trump","11/3/23",603,9
-1.5,43,"Siena/NYT","Harris","11/3/23",603,9
-1.5,48,"Siena/NYT","Trump","11/3/23",603,9
-1.5,43,"Siena/NYT","Harris","11/3/23",603,9
-1.5,48,"Siena/NYT","Trump","11/3/23",603,9
-1.5,41,"Siena/NYT","Biden","11/3/23",603,9
-1.5,46,"Siena/NYT","DeSantis","11/3/23",603,9
-1.5,42,"Siena/NYT","Biden","11/3/23",603,9
-1.5,46,"Siena/NYT","DeSantis","11/3/23",603,9
-1.5,38,"Siena/NYT","Biden","11/3/23",603,9
-1.5,45,"Siena/NYT","Haley","11/3/23",603,9
-1.5,37,"Siena/NYT","Biden","11/3/23",603,9
-1.5,46,"Siena/NYT","Haley","11/3/23",603,9
-1.5,33,"Siena/NYT","Biden","11/3/23",603,9
-1.5,33,"Siena/NYT","Trump","11/3/23",603,9
-1.5,26,"Siena/NYT","Kennedy","11/3/23",603,9
-1.5,34,"Siena/NYT","Biden","11/3/23",603,9
-1.5,34,"Siena/NYT","Trump","11/3/23",603,9
-1.5,24,"Siena/NYT","Kennedy","11/3/23",603,9
-1.5,43,"Siena/NYT","Biden","11/3/23",629,9
-1.5,49,"Siena/NYT","Trump","11/3/23",629,9
-1.5,44,"Siena/NYT","Biden","11/3/23",629,9
-1.5,49,"Siena/NYT","Trump","11/3/23",629,9
-1.5,44,"Siena/NYT","Harris","11/3/23",629,9
-1.5,45,"Siena/NYT","Trump","11/3/23",629,9
-1.5,44,"Siena/NYT","Harris","11/3/23",629,9
-1.5,47,"Siena/NYT","Trump","11/3/23",629,9
-1.5,43,"Siena/NYT","Biden","11/3/23",629,9
-1.5,43,"Siena/NYT","DeSantis","11/3/23",629,9
-1.5,44,"Siena/NYT","Biden","11/3/23",629,9
-1.5,45,"Siena/NYT","DeSantis","11/3/23",629,9
-1.5,40,"Siena/NYT","Biden","11/3/23",629,9
-1.5,43,"Siena/NYT","Haley","11/3/23",629,9
-1.5,40,"Siena/NYT","Biden","11/3/23",629,9
-1.5,45,"Siena/NYT","Haley","11/3/23",629,9
-1.5,29,"Siena/NYT","Biden","11/3/23",629,9
-1.5,36,"Siena/NYT","Trump","11/3/23",629,9
-1.5,24,"Siena/NYT","Kennedy","11/3/23",629,9
-1.5,31,"Siena/NYT","Biden","11/3/23",629,9
-1.5,38,"Siena/NYT","Trump","11/3/23",629,9
-1.5,23,"Siena/NYT","Kennedy","11/3/23",629,9
-1.5,43,"Siena/NYT","Biden","11/3/23",616,9
-1.5,48,"Siena/NYT","Trump","11/3/23",616,9
-1.5,46,"Siena/NYT","Biden","11/3/23",616,9
-1.5,46,"Siena/NYT","Trump","11/3/23",616,9
-1.5,45,"Siena/NYT","Harris","11/3/23",616,9
-1.5,47,"Siena/NYT","Trump","11/3/23",616,9
-1.5,48,"Siena/NYT","Harris","11/3/23",616,9
-1.5,46,"Siena/NYT","Trump","11/3/23",616,9
-1.5,42,"Siena/NYT","Biden","11/3/23",616,9
-1.5,42,"Siena/NYT","DeSantis","11/3/23",616,9
-1.5,44,"Siena/NYT","Biden","11/3/23",616,9
-1.5,43,"Siena/NYT","DeSantis","11/3/23",616,9
-1.5,35,"Siena/NYT","Biden","11/3/23",616,9
-1.5,45,"Siena/NYT","Haley","11/3/23",616,9
-1.5,36,"Siena/NYT","Biden","11/3/23",616,9
-1.5,46,"Siena/NYT","Haley","11/3/23",616,9
-1.5,31,"Siena/NYT","Biden","11/3/23",616,9
-1.5,34,"Siena/NYT","Trump","11/3/23",616,9
-1.5,26,"Siena/NYT","Kennedy","11/3/23",616,9
-1.5,34,"Siena/NYT","Biden","11/3/23",616,9
-1.5,34,"Siena/NYT","Trump","11/3/23",616,9
-1.5,25,"Siena/NYT","Kennedy","11/3/23",616,9
-1.5,41,"Siena/NYT","Biden","11/3/23",611,9
-1.5,52,"Siena/NYT","Trump","11/3/23",611,9
-1.5,41,"Siena/NYT","Biden","11/3/23",611,9
-1.5,52,"Siena/NYT","Trump","11/3/23",611,9
-1.5,42,"Siena/NYT","Harris","11/3/23",611,9
-1.5,48,"Siena/NYT","Trump","11/3/23",611,9
-1.5,42,"Siena/NYT","Harris","11/3/23",611,9
-1.5,50,"Siena/NYT","Trump","11/3/23",611,9
-1.5,42,"Siena/NYT","Biden","11/3/23",611,9
-1.5,43,"Siena/NYT","DeSantis","11/3/23",611,9
-1.5,41,"Siena/NYT","Biden","11/3/23",611,9
-1.5,45,"Siena/NYT","DeSantis","11/3/23",611,9
-1.5,38,"Siena/NYT","Biden","11/3/23",611,9
-1.5,44,"Siena/NYT","Haley","11/3/23",611,9
-1.5,37,"Siena/NYT","Biden","11/3/23",611,9
-1.5,46,"Siena/NYT","Haley","11/3/23",611,9
-1.5,31,"Siena/NYT","Biden","11/3/23",611,9
-1.5,38,"Siena/NYT","Trump","11/3/23",611,9
-1.5,23,"Siena/NYT","Kennedy","11/3/23",611,9
-1.5,34,"Siena/NYT","Biden","11/3/23",611,9
-1.5,40,"Siena/NYT","Trump","11/3/23",611,9
-1.5,19,"Siena/NYT","Kennedy","11/3/23",611,9
-1.5,44,"Siena/NYT","Biden","11/3/23",600,9
-1.5,48,"Siena/NYT","Trump","11/3/23",600,9
-1.5,44,"Siena/NYT","Biden","11/3/23",600,9
-1.5,49,"Siena/NYT","Trump","11/3/23",600,9
-1.5,44,"Siena/NYT","Harris","11/3/23",600,9
-1.5,47,"Siena/NYT","Trump","11/3/23",600,9
-1.5,44,"Siena/NYT","Harris","11/3/23",600,9
-1.5,48,"Siena/NYT","Trump","11/3/23",600,9
-1.5,43,"Siena/NYT","Biden","11/3/23",600,9
-1.5,45,"Siena/NYT","DeSantis","11/3/23",600,9
-1.5,43,"Siena/NYT","Biden","11/3/23",600,9
-1.5,47,"Siena/NYT","DeSantis","11/3/23",600,9
-1.5,38,"Siena/NYT","Biden","11/3/23",600,9
-1.5,48,"Siena/NYT","Haley","11/3/23",600,9
-1.5,39,"Siena/NYT","Biden","11/3/23",600,9
-1.5,49,"Siena/NYT","Haley","11/3/23",600,9
-1.5,35,"Siena/NYT","Biden","11/3/23",600,9
-1.5,35,"Siena/NYT","Trump","11/3/23",600,9
-1.5,23,"Siena/NYT","Kennedy","11/3/23",600,9
-1.5,36,"Siena/NYT","Biden","11/3/23",600,9
-1.5,36,"Siena/NYT","Trump","11/3/23",600,9
-1.5,21,"Siena/NYT","Kennedy","11/3/23",600,9
-1.5,47,"Siena/NYT","Biden","11/3/23",603,9
-1.5,45,"Siena/NYT","Trump","11/3/23",603,9
-1.5,47,"Siena/NYT","Biden","11/3/23",603,9
-1.5,45,"Siena/NYT","Trump","11/3/23",603,9
-1.5,46,"Siena/NYT","Harris","11/3/23",603,9
-1.5,47,"Siena/NYT","Trump","11/3/23",603,9
-1.5,46,"Siena/NYT","Harris","11/3/23",603,9
-1.5,48,"Siena/NYT","Trump","11/3/23",603,9
-1.5,44,"Siena/NYT","Biden","11/3/23",603,9
-1.5,48,"Siena/NYT","DeSantis","11/3/23",603,9
-1.5,44,"Siena/NYT","Biden","11/3/23",603,9
-1.5,48,"Siena/NYT","DeSantis","11/3/23",603,9
-1.5,39,"Siena/NYT","Biden","11/3/23",603,9
-1.5,52,"Siena/NYT","Haley","11/3/23",603,9
-1.5,39,"Siena/NYT","Biden","11/3/23",603,9
-1.5,53,"Siena/NYT","Haley","11/3/23",603,9
-1.5,37,"Siena/NYT","Biden","11/3/23",603,9
-1.5,35,"Siena/NYT","Trump","11/3/23",603,9
-1.5,22,"Siena/NYT","Kennedy","11/3/23",603,9
-1.5,37,"Siena/NYT","Biden","11/3/23",603,9
-1.5,35,"Siena/NYT","Trump","11/3/23",603,9
-1.5,21,"Siena/NYT","Kennedy","11/3/23",603,9
-1.2,43,"Data for Progress","Biden","11/2/23",597,6
-1.2,51,"Data for Progress","Trump","11/2/23",597,6
-0.3,42,"Morning Consult","Biden","11/2/23",4000,3
-0.3,43,"Morning Consult","Trump","11/2/23",4000,3
-0.6,45,"CNN/SSRS","Biden","11/2/23",1271,10
-0.6,49,"CNN/SSRS","Trump","11/2/23",1271,10
-0.6,43,"CNN/SSRS","Biden","11/2/23",1271,10
-0.6,49,"CNN/SSRS","Haley","11/2/23",1271,10
-0.6,46,"CNN/SSRS","Biden","11/2/23",1271,10
-0.6,48,"CNN/SSRS","DeSantis","11/2/23",1271,10
-0.6,35,"CNN/SSRS","Biden","11/2/23",1271,10
-0.6,41,"CNN/SSRS","Trump","11/2/23",1271,10
-0.6,16,"CNN/SSRS","Kennedy","11/2/23",1271,10
-0.6,4,"CNN/SSRS","West","11/2/23",1271,10
-1.1,50,"Marquette Law School","Biden","11/2/23",908,10
-1.1,48,"Marquette Law School","Trump","11/2/23",908,10
-1.1,48,"Marquette Law School","Biden","11/2/23",908,10
-1.1,50,"Marquette Law School","DeSantis","11/2/23",908,10
-1.1,44,"Marquette Law School","Biden","11/2/23",908,10
-1.1,53,"Marquette Law School","Haley","11/2/23",908,10
0.2,36,"Digital Research","Biden","11/2/23",614,3
0.2,35,"Digital Research","Trump","11/2/23",614,3
0.2,43,"Digital Research","Biden","11/2/23",307,3
0.2,27,"Digital Research","Trump","11/2/23",307,3
0.2,28,"Digital Research","Biden","11/2/23",307,3
0.2,42,"Digital Research","Trump","11/2/23",307,3
-0.1,49,"HarrisX","Biden","11/1/23",2021,6
-0.1,51,"HarrisX","Trump","11/1/23",2021,6
-0.1,38,"HarrisX","Biden","11/1/23",2021,6
-0.1,44,"HarrisX","Trump","11/1/23",2021,6
-0.1,14,"HarrisX","Kennedy","11/1/23",2021,6
-0.1,4,"HarrisX","West","11/1/23",2021,6
-1.1,46.5,"Cygnal","Biden","11/1/23",2000,4
-1.1,45.3,"Cygnal","Trump","11/1/23",2000,4
-1.1,40.4,"Cygnal","Biden","11/1/23",2000,4
-1.1,39.4,"Cygnal","Trump","11/1/23",2000,4
-1.1,11.9,"Cygnal","Kennedy","11/1/23",2000,4
-0.3,42,"Morning Consult","Biden","11/1/23",4000,3
-0.3,43,"Morning Consult","Trump","11/1/23",4000,3
-0.3,42,"Morning Consult","Biden","10/31/23",4000,3
-0.3,43,"Morning Consult","Trump","10/31/23",4000,3
-1.1,39,"YouGov","Biden","10/31/23",1500,9
-1.1,38,"YouGov","Trump","10/31/23",1500,9
-1.1,42,"YouGov","Biden","10/31/23",1333,9
-1.1,42,"YouGov","Trump","10/31/23",1333,9
-0.4,38,"Noble Predictive Insights","Biden","10/31/23",1010,6
-0.4,46,"Noble Predictive Insights","Trump","10/31/23",1010,6
-0.4,37,"Noble Predictive Insights","Biden","10/31/23",1010,6
-0.4,40,"Noble Predictive Insights","DeSantis","10/31/23",1010,6
-0.3,43,"Morning Consult","Biden","10/30/23",4000,3
-0.3,43,"Morning Consult","Trump","10/30/23",4000,3
-0.5,47,"Quinnipiac","Biden","10/30/23",1610,9
-0.5,46,"Quinnipiac","Trump","10/30/23",1610,9
-0.5,39,"Quinnipiac","Biden","10/30/23",1610,9
-0.5,36,"Quinnipiac","Trump","10/30/23",1610,9
-0.5,22,"Quinnipiac","Kennedy","10/30/23",1610,9
-0.5,36,"Quinnipiac","Biden","10/30/23",1610,9
-0.5,35,"Quinnipiac","Trump","10/30/23",1610,9
-0.5,19,"Quinnipiac","Kennedy","10/30/23",1610,9
-0.5,6,"Quinnipiac","West","10/30/23",1610,9
-0.2,46,"UC Berkeley","Biden","10/30/23",4506,9
-0.2,31,"UC Berkeley","Trump","10/30/23",4506,9
-0.2,43,"UC Berkeley","Biden","10/30/23",4506,9
-0.2,29,"UC Berkeley","Trump","10/30/23",4506,9
-0.2,9,"UC Berkeley","Kennedy","10/30/23",4506,9
-0.2,4,"UC Berkeley","West","10/30/23",4506,9
0.4,33,"Redfield & Wilton Strategies","Biden","10/29/23",1500,9
0.4,35,"Redfield & Wilton Strategies","Trump","10/29/23",1500,9
0.4,10,"Redfield & Wilton Strategies","Kennedy","10/29/23",1500,9
0.4,38,"Redfield & Wilton Strategies","Biden","10/29/23",1183,9
0.4,40,"Redfield & Wilton Strategies","Trump","10/29/23",1183,9
0.4,10,"Redfield & Wilton Strategies","Kennedy","10/29/23",1183,9
0,38,"Leger","Biden","10/29/23",1000,9
0,36,"Leger","Trump","10/29/23",1000,9
-0.3,43,"Morning Consult","Biden","10/29/23",6000,3
-0.3,43,"Morning Consult","Trump","10/29/23",6000,3
-0.3,43,"Morning Consult","Biden","10/29/23",6000,3
-0.3,39,"Morning Consult","DeSantis","10/29/23",6000,3
-0.3,43,"Morning Consult","Biden","10/28/23",4000,3
-0.3,43,"Morning Consult","Trump","10/28/23",4000,3
-0.3,43,"Morning Consult","Biden","10/27/23",4000,3
-0.3,43,"Morning Consult","Trump","10/27/23",4000,3
-0.3,47,"Susquehanna","Biden","10/27/23",1000,5.5
-0.3,40,"Susquehanna","Trump","10/27/23",1000,5.5
-0.3,6,"Susquehanna","Kennedy","10/27/23",1000,5.5
-0.3,43,"Morning Consult","Biden","10/26/23",4000,3
-0.3,42,"Morning Consult","Trump","10/26/23",4000,3
-0.8,47,"Echelon Insights","Biden","10/26/23",1029,9
-0.8,47,"Echelon Insights","Trump","10/26/23",1029,9
-0.8,45,"Echelon Insights","Biden","10/26/23",1029,9
-0.8,46,"Echelon Insights","DeSantis","10/26/23",1029,9
-0.8,41,"Echelon Insights","Biden","10/26/23",1029,9
-0.8,46,"Echelon Insights","Haley","10/26/23",1029,9
-0.4,46,"Tarrance","Biden","10/26/23",600,1
-0.4,46,"Tarrance","Trump","10/26/23",600,1
-0.4,48,"Noble Predictive Insights","Biden","10/26/23",2202,6
-0.4,44,"Noble Predictive Insights","Trump","10/26/23",2202,6
-0.4,46,"Noble Predictive Insights","Biden","10/26/23",2605,6
-0.4,43,"Noble Predictive Insights","Trump","10/26/23",2605,6
-0.4,44,"Noble Predictive Insights","Biden","10/26/23",2202,6
-0.4,47,"Noble Predictive Insights","DeSantis","10/26/23",2202,6
-0.4,41,"Noble Predictive Insights","Biden","10/26/23",2605,6
-0.4,45,"Noble Predictive Insights","DeSantis","10/26/23",2605,6
-0.4,44,"Noble Predictive Insights","Biden","10/26/23",2202,6
-0.4,42,"Noble Predictive Insights","Ramaswamy","10/26/23",2202,6
-0.4,41,"Noble Predictive Insights","Biden","10/26/23",2605,6
-0.4,41,"Noble Predictive Insights","Ramaswamy","10/26/23",2605,6
-0.4,41,"Noble Predictive Insights","Biden","10/26/23",2202,6
-0.4,44,"Noble Predictive Insights","Haley","10/26/23",2202,6
-0.4,38,"Noble Predictive Insights","Biden","10/26/23",2605,6
-0.4,43,"Noble Predictive Insights","Haley","10/26/23",2605,6
-0.4,43,"Noble Predictive Insights","Biden","10/26/23",2202,6
-0.4,41,"Noble Predictive Insights","Pence","10/26/23",2202,6
-0.4,41,"Noble Predictive Insights","Biden","10/26/23",2605,6
-0.4,40,"Noble Predictive Insights","Pence","10/26/23",2605,6
-0.4,45,"Noble Predictive Insights","Harris","10/26/23",2202,6
-0.4,46,"Noble Predictive Insights","Trump","10/26/23",2202,6
-0.4,43,"Noble Predictive Insights","Harris","10/26/23",2605,6
-0.4,46,"Noble Predictive Insights","Trump","10/26/23",2605,6
-0.4,46,"Noble Predictive Insights","Sanders","10/26/23",2202,6
-0.4,46,"Noble Predictive Insights","Trump","10/26/23",2202,6
-0.4,44,"Noble Predictive Insights","Sanders","10/26/23",2605,6
-0.4,45,"Noble Predictive Insights","Trump","10/26/23",2605,6
-0.4,43,"Noble Predictive Insights","Newsom","10/26/23",2202,6
-0.4,45,"Noble Predictive Insights","Trump","10/26/23",2202,6
-0.4,41,"Noble Predictive Insights","Newsom","10/26/23",2605,6
-0.4,44,"Noble Predictive Insights","Trump","10/26/23",2605,6
-0.4,46,"Noble Predictive Insights","M. Obama","10/26/23",2202,6
-0.4,45,"Noble Predictive Insights","Trump","10/26/23",2202,6
-0.4,45,"Noble Predictive Insights","M. Obama","10/26/23",2605,6
-0.4,44,"Noble Predictive Insights","Trump","10/26/23",2605,6
-0.2,44,"Clarity","Biden","10/26/23",1169,1
-0.2,46,"Clarity","Trump","10/26/23",1169,1
-0.2,43,"Clarity","Biden","10/26/23",1169,1
-0.2,40,"Clarity","DeSantis","10/26/23",1169,1
-0.3,43,"Morning Consult","Biden","10/25/23",4000,3
-0.3,43,"Morning Consult","Trump","10/25/23",4000,3
-0.3,43,"Morning Consult","Biden","10/24/23",4000,3
-0.3,43,"Morning Consult","Trump","10/24/23",4000,3
1.6,43,"McLaughlin","Biden","10/24/23",1000,4
1.6,48,"McLaughlin","Trump","10/24/23",1000,4
1.6,42,"McLaughlin","Harris","10/24/23",1000,4
1.6,50,"McLaughlin","Trump","10/24/23",1000,4
1.6,37,"McLaughlin","Biden","10/24/23",1000,4
1.6,39,"McLaughlin","Trump","10/24/23",1000,4
1.6,14,"McLaughlin","Kennedy","10/24/23",1000,4
1.6,35,"McLaughlin","Biden","10/24/23",1000,4
1.6,38,"McLaughlin","Trump","10/24/23",1000,4
1.6,12,"McLaughlin","Kennedy","10/24/23",1000,4
1.6,2,"McLaughlin","West","10/24/23",1000,4
-0.3,42,"Morning Consult","Biden","10/23/23",4000,3
-0.3,43,"Morning Consult","Trump","10/23/23",4000,3
-0.1,41,"HarrisX","Biden","10/23/23",3029,6
-0.1,45,"HarrisX","Trump","10/23/23",3029,6
-0.1,38,"HarrisX","Biden","10/23/23",3029,6
-0.1,40,"HarrisX","Trump","10/23/23",3029,6
-0.1,18,"HarrisX","Kennedy","10/23/23",3029,6
-0.1,3,"HarrisX","West","10/23/23",3029,6
-0.3,43,"Morning Consult","Biden","10/22/23",5000,3
-0.3,43,"Morning Consult","Trump","10/22/23",5000,3
-0.3,43,"Morning Consult","Biden","10/22/23",5000,3
-0.3,38,"Morning Consult","DeSantis","10/22/23",5000,3
-0.1,44,"Franklin and Marshall College","Biden","10/22/23",873,8.5
-0.1,42,"Franklin and Marshall College","Trump","10/22/23",873,8.5
-0.3,42,"Morning Consult","Biden","10/21/23",4000,3
-0.3,43,"Morning Consult","Trump","10/21/23",4000,3
-0.3,42,"Morning Consult","Biden","10/20/23",4000,3
-0.3,42,"Morning Consult","Trump","10/20/23",4000,3
-1,36.6,"Suffolk","Biden","10/20/23",1000,8
-1,36.5,"Suffolk","Trump","10/20/23",1000,8
-1,13.2,"Suffolk","Kennedy","10/20/23",1000,8
-1,4.2,"Suffolk","West","10/20/23",1000,8
-1,39,"Suffolk","Biden","10/20/23",1000,8
-1,41,"Suffolk","Trump","10/20/23",1000,8
-1,7,"Suffolk","West","10/20/23",1000,8
-1,38,"Suffolk","Biden","10/20/23",1000,8
-1,37,"Suffolk","Trump","10/20/23",1000,8
-1,14,"Suffolk","Kennedy","10/20/23",1000,8
-1,41,"Suffolk","Biden","10/20/23",1000,8
-1,41,"Suffolk","Trump","10/20/23",1000,8
-0.4,43,"UMass Amherst/YouGov","Biden","10/20/23",700,9
-0.4,21,"UMass Amherst/YouGov","Trump","10/20/23",700,9
-0.4,17,"UMass Amherst/YouGov","Kennedy","10/20/23",700,9
-0.3,42,"Morning Consult","Biden","10/19/23",4000,3
-0.3,42,"Morning Consult","Trump","10/19/23",4000,3
0.2,40,"Ohio Northern University Institute for Civics and Public Policy","Biden","10/19/23",668,6
0.2,45,"Ohio Northern University Institute for Civics and Public Policy","Trump","10/19/23",668,6
0.2,41,"Ohio Northern University Institute for Civics and Public Policy","Biden","10/19/23",668,6
0.2,38,"Ohio Northern University Institute for Civics and Public Policy","DeSantis","10/19/23",668,6
0.2,38,"Ohio Northern University Institute for Civics and Public Policy","Biden","10/19/23",668,6
0.2,38,"Ohio Northern University Institute for Civics and Public Policy","Pence","10/19/23",668,6
0.2,36,"Ohio Northern University Institute for Civics and Public Policy","Biden","10/19/23",668,6
0.2,34,"Ohio Northern University Institute for Civics and Public Policy","Haley","10/19/23",668,6
0.2,35,"Ohio Northern University Institute for Civics and Public Policy","Biden","10/19/23",668,6
0.2,42,"Ohio Northern University Institute for Civics and Public Policy","Trump","10/19/23",668,6
0.2,11,"Ohio Northern University Institute for Civics and Public Policy","Kennedy","10/19/23",668,6
-0.8,46,"Siena","Biden","10/19/23",1225,7
-0.8,37,"Siena","Trump","10/19/23",1225,7
-0.8,38,"Siena","Biden","10/19/23",1225,7
-0.8,31,"Siena","Trump","10/19/23",1225,7
-0.8,13,"Siena","Kennedy","10/19/23",1225,7
-0.8,5,"Siena","West","10/19/23",1225,7
-0.4,60,"PPIC","Biden","10/19/23",1395,10
-0.4,29,"PPIC","Trump","10/19/23",1395,10
