poll_id,answer,pollscore,sample_size,pct,stage,transparency_score,numeric_grade,end_date,ranked_choice_reallocated
990,Stein,-0.3,1426,51.6582940146327,general,3,1.9,2024-08-08,FALSE
991,Kennedy,-0.3,2734,50.953219812363386,general,3,1.9,2024-06-05,FALSE
992,Harris,-0.3,1444,41.30604558158666,general,3,1.9,2024-03-15,FALSE
993,West,-0.3,1059,51.95599273778498,general,3,1.9,2024-08-06,TRUE
994,Kennedy,-0.3,621,55.37126083858311,general,3,1.9,2024-04-26,FALSE
995,Trump,-0.3,1976,47.03340347856283,general,3,1.9,2024-02-05,FALSE
996,Biden,-0.3,1589,42.9275912232697,general,3,1.9,2024-07-25,FALSE
997,Harris,-0.3,2836,45.61533946078271,general,3,1.9,2024-07-01,FALSE
998,Trump,-0.3,1052,50.745153236202896,general,3,1.9,2024-05-03,FALSE
999,Kennedy,-0.3,1290,48.04636849090457,general,3,1.9,2024-03-10,FALSE
1000,Stein,-0.3,1998,54.454307430423796,general,3,1.9,2024-01-16,FALSE
